 INFO  | 2017-10-30 CET 12:35:24 | Evaluating system, bash shell and script execution
 INFO  | 2017-10-30 CET 12:47:22 |   Processing complete for partition: partition_1099_chrz_4757.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:24 |   Processing complete for partition: partition_109_chr19_2728.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:27 |   Processing complete for partition: partition_1100_chrz_4759.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:30 |   Processing complete for partition: partition_1101_chrz_4763.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:31 |   Processing complete for partition: partition_1102_chrz_4772.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:47:35 |   Processing complete for partition: partition_1103_chrz_4819.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:47:37 |   Processing complete for partition: partition_1104_chrz_483.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:45 |   Processing complete for partition: partition_1105_chrz_4840.phy; Execution time: 0.133 minutes
 INFO  | 2017-10-30 CET 12:47:47 |   Processing complete for partition: partition_1106_chrz_532.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:48 |   Processing complete for partition: partition_1107_chrz_5495.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:47:51 |   Processing complete for partition: partition_1108_chrz_5682.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:54 |   Processing complete for partition: partition_1109_chrz_60.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:56 |   Processing complete for partition: partition_110_chr19_329.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:00 |   Processing complete for partition: partition_1110_chrz_6036.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:48:04 |   Processing complete for partition: partition_1111_chrz_6110.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:48:06 |   Processing complete for partition: partition_1112_chrz_6362.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:09 |   Processing complete for partition: partition_1113_chrz_6553.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:48:11 |   Processing complete for partition: partition_1114_chrz_6570.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:13 |   Processing complete for partition: partition_1115_chrz_6575.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:15 |   Processing complete for partition: partition_1116_chrz_6578.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:17 |   Processing complete for partition: partition_1117_chrz_6588.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:19 |   Processing complete for partition: partition_1118_chrz_6615.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:22 |   Processing complete for partition: partition_1119_chrz_6644.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:48:24 |   Processing complete for partition: partition_111_chr19_346.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:48:26 |   Processing complete for partition: partition_1120_chrz_6659.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:28 |   Processing complete for partition: partition_1121_chrz_6690.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:31 |   Processing complete for partition: partition_1122_chrz_6727.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:48:34 |   Processing complete for partition: partition_1123_chrz_6735.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:48:35 |   Processing complete for partition: partition_1124_chrz_6769.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:48:42 |   Processing complete for partition: partition_1125_chrz_6778.phy; Execution time: 0.117 minutes
 INFO  | 2017-10-30 CET 12:48:44 |   Processing complete for partition: partition_1126_chrz_6800.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:45 |   Processing complete for partition: partition_1127_chrz_72.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:48:47 |   Processing complete for partition: partition_1128_chrz_7416.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:49 |   Processing complete for partition: partition_1129_chrz_7426.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:48:53 |   Processing complete for partition: partition_112_chr19_354.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:48:54 |   Processing complete for partition: partition_1130_chrz_7476.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:48:55 |   Processing complete for partition: partition_1131_chrz_7691.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:48:59 |   Processing complete for partition: partition_1132_chrz_7819.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:49:02 |   Processing complete for partition: partition_1133_chrz_7833.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:02 |   Processing complete for partition: partition_1134_chrz_7923.phy; Execution time: 0.000 minutes
 INFO  | 2017-10-30 CET 12:49:06 |   Processing complete for partition: partition_1135_chrz_7928.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:49:08 |   Processing complete for partition: partition_1136_chrz_7936.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:11 |   Processing complete for partition: partition_1137_chrz_8024.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:12 |   Processing complete for partition: partition_1138_chrz_8059.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:15 |   Processing complete for partition: partition_1139_chrz_8113.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:18 |   Processing complete for partition: partition_113_chr19_362.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:21 |   Processing complete for partition: partition_1140_chrz_8159.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:23 |   Processing complete for partition: partition_1141_chrz_8179.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:25 |   Processing complete for partition: partition_1142_chrz_8501.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:26 |   Processing complete for partition: partition_1143_chrz_8694.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:28 |   Processing complete for partition: partition_1144_chrz_9608.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:30 |   Processing complete for partition: partition_1145_chrz_9895.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:32 |   Processing complete for partition: partition_114_chr1_10281.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:33 |   Processing complete for partition: partition_115_chr1_1057.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:35 |   Processing complete for partition: partition_116_chr1_12668.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:39 |   Processing complete for partition: partition_117_chr1_14389.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:49:41 |   Processing complete for partition: partition_118_chr1_14672.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:44 |   Processing complete for partition: partition_119_chr1_14856.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:45 |   Processing complete for partition: partition_120_chr1_14872.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:46 |   Processing complete for partition: partition_121_chr1_14888.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:47 |   Processing complete for partition: partition_122_chr1_14899.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:49:49 |   Processing complete for partition: partition_123_chr1_14908.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:52 |   Processing complete for partition: partition_124_chr1_14909.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:49:54 |   Processing complete for partition: partition_125_chr1_14921.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:56 |   Processing complete for partition: partition_126_chr1_14956.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:49:59 |   Processing complete for partition: partition_127_chr1_14993.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:03 |   Processing complete for partition: partition_128_chr1_15118.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:50:07 |   Processing complete for partition: partition_129_chr1_15369.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:08 |   Processing complete for partition: partition_130_chr1_15412.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:50:09 |   Processing complete for partition: partition_131_chr1_15477.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:50:12 |   Processing complete for partition: partition_132_chr1_15480.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:14 |   Processing complete for partition: partition_133_chr1_15632.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:16 |   Processing complete for partition: partition_134_chr1_19885.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:17 |   Processing complete for partition: partition_135_chr1_20864.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:50:22 |   Processing complete for partition: partition_136_chr1_21570.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:50:25 |   Processing complete for partition: partition_137_chr1_22087.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:27 |   Processing complete for partition: partition_138_chr1_22334.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:28 |   Processing complete for partition: partition_139_chr1_22335.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:50:29 |   Processing complete for partition: partition_140_chr1_22430.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:50:33 |   Processing complete for partition: partition_141_chr1_22454.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:50:36 |   Processing complete for partition: partition_142_chr1_24433.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:39 |   Processing complete for partition: partition_143_chr1_24640.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:41 |   Processing complete for partition: partition_144_chr1_24802.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:43 |   Processing complete for partition: partition_145_chr1_24864.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:47 |   Processing complete for partition: partition_146_chr1_2557.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:50:49 |   Processing complete for partition: partition_147_chr1_25675.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:50:52 |   Processing complete for partition: partition_148_chr1_25682.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:50:57 |   Processing complete for partition: partition_149_chr1_25693.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:50:59 |   Processing complete for partition: partition_150_chr1_26661.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:02 |   Processing complete for partition: partition_151_chr1_26730.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:08 |   Processing complete for partition: partition_152_chr1_2746.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:51:10 |   Processing complete for partition: partition_153_chr1_28639.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:14 |   Processing complete for partition: partition_154_chr1_28645.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:51:17 |   Processing complete for partition: partition_155_chr1_28671.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:19 |   Processing complete for partition: partition_156_chr1_28694.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:21 |   Processing complete for partition: partition_157_chr1_28709.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:24 |   Processing complete for partition: partition_158_chr1_28710.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:27 |   Processing complete for partition: partition_159_chr1_28726.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:30 |   Processing complete for partition: partition_160_chr1_28729.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:32 |   Processing complete for partition: partition_161_chr1_28747.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:34 |   Processing complete for partition: partition_162_chr1_28770.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:38 |   Processing complete for partition: partition_163_chr1_28784.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:51:40 |   Processing complete for partition: partition_164_chr1_28786.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:42 |   Processing complete for partition: partition_165_chr1_28805.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:45 |   Processing complete for partition: partition_166_chr1_28846.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:47 |   Processing complete for partition: partition_167_chr1_28859.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:51:48 |   Processing complete for partition: partition_168_chr1_28889.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:51:52 |   Processing complete for partition: partition_169_chr1_28903.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:51:55 |   Processing complete for partition: partition_170_chr1_29826.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:51:56 |   Processing complete for partition: partition_171_chr1_29839.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:52:04 |   Processing complete for partition: partition_172_chr1_29841.phy; Execution time: 0.133 minutes
 INFO  | 2017-10-30 CET 12:52:05 |   Processing complete for partition: partition_173_chr1_29891.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:52:08 |   Processing complete for partition: partition_174_chr1_29941.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:52:12 |   Processing complete for partition: partition_175_chr1_30195.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:16 |   Processing complete for partition: partition_176_chr1_30390.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:17 |   Processing complete for partition: partition_177_chr1_30414.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:52:21 |   Processing complete for partition: partition_178_chr1_30577.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:24 |   Processing complete for partition: partition_179_chr1_30659.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:52:26 |   Processing complete for partition: partition_180_chr1_31092.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:52:27 |   Processing complete for partition: partition_181_chr1_31094.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:52:31 |   Processing complete for partition: partition_182_chr1_31095.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:35 |   Processing complete for partition: partition_183_chr1_31648.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:38 |   Processing complete for partition: partition_184_chr1_31654.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:52:41 |   Processing complete for partition: partition_185_chr1_31709.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:52:43 |   Processing complete for partition: partition_186_chr1_31743.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:52:45 |   Processing complete for partition: partition_187_chr1_31767.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:52:49 |   Processing complete for partition: partition_188_chr1_31769.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:52:54 |   Processing complete for partition: partition_189_chr1_32194.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:52:56 |   Processing complete for partition: partition_190_chr1_32215.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:52:57 |   Processing complete for partition: partition_191_chr1_32216.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:53:00 |   Processing complete for partition: partition_192_chr1_32234.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:02 |   Processing complete for partition: partition_193_chr1_32247.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:04 |   Processing complete for partition: partition_194_chr1_32294.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:07 |   Processing complete for partition: partition_195_chr1_32302.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:10 |   Processing complete for partition: partition_196_chr1_32307.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:13 |   Processing complete for partition: partition_197_chr1_32308.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:16 |   Processing complete for partition: partition_198_chr1_32310.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:17 |   Processing complete for partition: partition_199_chr1_32333.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:53:21 |   Processing complete for partition: partition_200_chr1_32334.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:53:25 |   Processing complete for partition: partition_201_chr1_32363.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:53:28 |   Processing complete for partition: partition_202_chr1_32366.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:30 |   Processing complete for partition: partition_203_chr1_32388.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:32 |   Processing complete for partition: partition_204_chr1_32389.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:37 |   Processing complete for partition: partition_205_chr1_32429.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:53:39 |   Processing complete for partition: partition_206_chr1_32446.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:42 |   Processing complete for partition: partition_207_chr1_32597.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:44 |   Processing complete for partition: partition_208_chr1_34708.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:48 |   Processing complete for partition: partition_209_chr1_34768.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:53:50 |   Processing complete for partition: partition_210_chr1_34773.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:53:53 |   Processing complete for partition: partition_211_chr1_34775.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:53:56 |   Processing complete for partition: partition_212_chr1_36035.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:54:00 |   Processing complete for partition: partition_213_chr1_37895.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:54:04 |   Processing complete for partition: partition_214_chr1_37896.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:54:07 |   Processing complete for partition: partition_215_chr1_39151.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:54:09 |   Processing complete for partition: partition_216_chr1_3963.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:11 |   Processing complete for partition: partition_217_chr1_5213.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:15 |   Processing complete for partition: partition_218_chr1_5277.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:54:16 |   Processing complete for partition: partition_219_chr1_5281.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:21 |   Processing complete for partition: partition_220_chr1_5292.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:54:24 |   Processing complete for partition: partition_221_chr1_5297.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:54:28 |   Processing complete for partition: partition_222_chr1_5301.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:54:31 |   Processing complete for partition: partition_223_chr1_5316.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:54:34 |   Processing complete for partition: partition_224_chr1_5322.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:54:36 |   Processing complete for partition: partition_225_chr1_5333.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:38 |   Processing complete for partition: partition_226_chr1_5338.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:39 |   Processing complete for partition: partition_227_chr1_5365.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:40 |   Processing complete for partition: partition_228_chr1_5442.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:44 |   Processing complete for partition: partition_229_chr1_5453.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:54:46 |   Processing complete for partition: partition_230_chr1_5460.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:48 |   Processing complete for partition: partition_231_chr1_5468.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:50 |   Processing complete for partition: partition_232_chr1_5474.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:51 |   Processing complete for partition: partition_233_chr1_5478.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:52 |   Processing complete for partition: partition_234_chr1_5479.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:53 |   Processing complete for partition: partition_235_chr1_5483.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:54:55 |   Processing complete for partition: partition_236_chr1_5492.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:57 |   Processing complete for partition: partition_237_chr1_5509.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:54:59 |   Processing complete for partition: partition_238_chr1_7424.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:00 |   Processing complete for partition: partition_239_chr1_7683.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:03 |   Processing complete for partition: partition_240_chr1_8658.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:55:06 |   Processing complete for partition: partition_241_chr1_8696.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:55:07 |   Processing complete for partition: partition_242_chr20_1380.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:10 |   Processing complete for partition: partition_243_chr20_1620.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:55:13 |   Processing complete for partition: partition_244_chr20_2151.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:55:19 |   Processing complete for partition: partition_245_chr20_2737.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:55:23 |   Processing complete for partition: partition_246_chr20_309.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:55:27 |   Processing complete for partition: partition_247_chr20_5160.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:55:28 |   Processing complete for partition: partition_248_chr20_5173.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:34 |   Processing complete for partition: partition_249_chr20_5193.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:55:38 |   Processing complete for partition: partition_250_chr20_5307.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:55:39 |   Processing complete for partition: partition_251_chr21_1511.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:40 |   Processing complete for partition: partition_252_chr21_1554.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:42 |   Processing complete for partition: partition_253_chr22_491.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:44 |   Processing complete for partition: partition_254_chr22_640.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:46 |   Processing complete for partition: partition_255_chr22_865.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:48 |   Processing complete for partition: partition_256_chr22_866.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:49 |   Processing complete for partition: partition_257_chr23_16.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:55:51 |   Processing complete for partition: partition_258_chr23_707.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:53 |   Processing complete for partition: partition_259_chr24_1019.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:55:53 |   Processing complete for partition: partition_260_chr24_2232.phy; Execution time: 0.000 minutes
 INFO  | 2017-10-30 CET 12:55:56 |   Processing complete for partition: partition_261_chr26_2177.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:55:58 |   Processing complete for partition: partition_262_chr26_2189.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:02 |   Processing complete for partition: partition_263_chr26_2766.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:56:05 |   Processing complete for partition: partition_264_chr2_10510.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:56:07 |   Processing complete for partition: partition_265_chr2_11187.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:09 |   Processing complete for partition: partition_266_chr2_11525.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:13 |   Processing complete for partition: partition_267_chr2_11725.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:56:15 |   Processing complete for partition: partition_268_chr2_11732.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:18 |   Processing complete for partition: partition_269_chr2_11736.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:56:25 |   Processing complete for partition: partition_270_chr2_11740.phy; Execution time: 0.117 minutes
 INFO  | 2017-10-30 CET 12:56:31 |   Processing complete for partition: partition_271_chr2_11743.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:56:33 |   Processing complete for partition: partition_272_chr2_11789.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:35 |   Processing complete for partition: partition_273_chr2_11804.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:37 |   Processing complete for partition: partition_274_chr2_11806.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:39 |   Processing complete for partition: partition_275_chr2_11994.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:41 |   Processing complete for partition: partition_276_chr2_12017.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:56:45 |   Processing complete for partition: partition_277_chr2_12049.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:56:49 |   Processing complete for partition: partition_278_chr2_12859.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:56:50 |   Processing complete for partition: partition_279_chr2_12867.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:56:53 |   Processing complete for partition: partition_280_chr2_12923.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:56:56 |   Processing complete for partition: partition_281_chr2_12926.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:56:58 |   Processing complete for partition: partition_282_chr2_12973.phy; Execution time: 0.033 minutes
